time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/std,train/value_loss
270,420.15253133,21,158,43008,300.0,0.02748416,63770,0.190283203125,0.2,0.11736953258514404,-24.531928247213365,-0.008464772879960947,106.92194366455078,0.0003,6.4695563316345215,294.7647023320198
270,417.74930072,22,166,45056,300.0,0.034334026,63780,0.1390625,0.2,0.12954145669937134,-24.518145275115966,-0.0020435713442566337,180.88539123535156,0.0003,6.476828098297119,300.03107525110244
269,419.94063824,23,175,47104,300.0,0.042764332,63790,0.16318359375,0.2,0.2740861773490906,-24.52037982940674,-0.011152550503902603,133.5292510986328,0.0003,6.467225551605225,287.69222246408464
268,422.34166633,24,183,49152,300.0,0.037298337,63800,0.26953125,0.2,-0.004153609275817871,-24.51886405348778,-0.009189953735040035,153.2059783935547,0.0003,6.4668169021606445,322.12400327920915
267,423.51638069,25,191,51200,300.0,0.019862352,63810,0.08798828125,0.2,0.23679512739181519,-24.517861264944077,-0.0075684541108785195,30.677976608276367,0.0003,6.475631237030029,258.1275635957718
267,424.18915859000003,26,199,53248,300.0,0.032629885,63820,0.113916015625,0.2,0.145427405834198,-24.521378791332246,-0.005226184378261678,194.1937713623047,0.0003,6.4790191650390625,301.31808491945264
266,425.86968925,27,207,55296,300.0,0.041092884,63830,0.097119140625,0.2,0.0985264778137207,-24.52532976269722,-0.010822969111904968,147.5309295654297,0.0003,6.481357097625732,297.5410263776779
266,422.21962283,28,215,57344,300.0,0.026705518,63840,0.141162109375,0.2,-0.0027637481689453125,-24.52595232129097,-0.009424923406913876,167.25650024414062,0.0003,6.493228435516357,329.1419641852379
266,421.99117157999996,29,223,59392,300.0,0.025725417,63850,0.13583984375,0.2,0.15341132879257202,-24.536552047729494,-0.012169125114451163,286.92120361328125,0.0003,6.497013568878174,308.9068234205246
265,422.50994104999995,30,231,61440,300.0,0.029889341,63860,0.106787109375,0.2,0.21456360816955566,-24.54017107486725,-0.011452993589045946,268.7421569824219,0.0003,6.501835823059082,258.73125371932986
265,425.39363013,31,239,63488,300.0,0.030141562,63870,0.182177734375,0.2,-0.00743556022644043,-24.533457005023955,-0.00971900438744342,224.59921264648438,0.0003,6.490917682647705,306.35347069501876
264,426.17861708000004,32,247,65536,300.0,0.023947507,63880,0.14033203125,0.2,0.14180654287338257,-24.539530152082442,-0.014795130837592296,18.861408233642578,0.0003,6.506834030151367,323.45652244091036
264,427.08785084999994,33,255,67584,300.0,0.03589025,63890,0.1806640625,0.2,0.0059468746185302734,-24.54503996372223,-0.016066998188034632,186.62326049804688,0.0003,6.5183000564575195,344.2921959877014
263,428.8855143900001,34,263,69632,300.0,0.032688826,63900,0.147900390625,0.2,0.23006802797317505,-24.546312767267228,-0.014452679369424005,132.6622314453125,0.0003,6.513622760772705,305.1814616203308
263,431.5436503800001,35,272,71680,300.0,0.027467731,63910,0.2025390625,0.2,0.15442585945129395,-24.545742732286453,-0.011693951007327997,94.99360656738281,0.0003,6.493349075317383,313.323234307766
263,435.26647184000007,36,280,73728,300.0,0.057441697,63920,0.232958984375,0.2,0.06037670373916626,-24.550001281499863,-0.010539616399910301,99.62740325927734,0.0003,6.5139875411987305,286.19627995491027
262,434.16127561999997,37,288,75776,300.0,0.050183803,63930,0.1384765625,0.2,0.3670189380645752,-24.567454862594605,-0.011297881524660625,113.14762878417969,0.0003,6.529081344604492,325.46134865283966
262,434.5331945400001,38,296,77824,300.0,0.031048167,63940,0.13759765625,0.2,0.5583010613918304,-24.56404283642769,-0.010635921914945357,77.50729370117188,0.0003,6.515125274658203,262.47110321521757
262,434.27648346,39,304,79872,300.0,0.0445347,63950,0.23369140625,0.2,0.016080379486083984,-24.5773108959198,-0.011457132248324342,90.9013671875,0.0003,6.537398338317871,359.7565944671631
261,435.53019464,40,312,81920,300.0,0.031824984,63960,0.160302734375,0.2,0.3272627592086792,-24.582214093208314,-0.013554176755133086,220.21702575683594,0.0003,6.509011745452881,297.90471136569977
261,432.9998612,41,321,83968,300.0,0.06250521,63970,0.19921875,0.2,0.2624964714050293,-24.586071121692658,-0.010735334308992605,116.61398315429688,0.0003,6.508214473724365,317.31917464733124
261,433.12633294,42,329,86016,300.0,0.040496998,63980,0.1548828125,0.2,0.5022422671318054,-24.585885453224183,-0.010726135675940895,60.92770767211914,0.0003,6.503410339355469,212.8000244677067
260,432.97011894999997,43,337,88064,300.0,0.03299123,63990,0.1521484375,0.2,0.3092862367630005,-24.60217230319977,-0.013053920274251141,365.26080322265625,0.0003,6.524077415466309,304.79460551142694
260,435.10963476000006,44,345,90112,300.0,0.021792717,64000,0.098486328125,0.2,0.6351494789123535,-24.608025962114333,-0.01166112196733593,61.884925842285156,0.0003,6.531515121459961,235.54853901863098
260,433.96166961,45,354,92160,300.0,0.03829822,64010,0.151416015625,0.2,0.027594923973083496,-24.629058516025545,-0.008350032591988566,394.2996826171875,0.0003,6.566483497619629,373.0645641684532
259,432.66412539000004,46,362,94208,300.0,0.043485314,64020,0.1548828125,0.2,0.34166043996810913,-24.659061855077745,-0.010399504663655534,156.42816162109375,0.0003,6.589754104614258,332.99036478996277
259,431.16600535,47,370,96256,300.0,0.025608987,64030,0.14970703125,0.2,0.211755633354187,-24.649556076526643,-0.008736256395059172,117.52587127685547,0.0003,6.574885845184326,346.6100934743881
259,431.25014798000007,48,379,98304,300.0,0.02311702,64040,0.152685546875,0.2,0.2506057620048523,-24.63568385243416,-0.008694149047369138,101.85772705078125,0.0003,6.567193031311035,278.67954688072206
259,429.29532997,49,387,100352,300.0,0.03280319,64050,0.151953125,0.2,0.19612061977386475,-24.63890072107315,-0.012811039650114254,82.49811553955078,0.0003,6.59283447265625,313.5288528203964
258,427.36099428999995,50,395,102400,300.0,0.068139434,64060,0.281494140625,0.2,0.16814947128295898,-24.656316101551056,-0.007613177661551162,99.44778442382812,0.0003,6.603085517883301,344.2701396226883
258,427.15481074,51,404,104448,300.0,0.036615137,64070,0.18974609375,0.2,0.29546815156936646,-24.66314340829849,-0.01206102860160172,206.02244567871094,0.0003,6.5862836837768555,320.10811113119127
258,425.96360589000005,52,412,106496,300.0,0.02452877,64080,0.134228515625,0.2,0.34907758235931396,-24.669652187824248,-0.011770150212396403,71.79618072509766,0.0003,6.613316059112549,255.54531688094139
258,424.13326613,53,420,108544,300.0,0.02259132,64090,0.123681640625,0.2,0.38908839225769043,-24.690097749233246,-0.010350745481264311,190.1512908935547,0.0003,6.634464740753174,270.81397461891174
258,426.23539977,54,428,110592,300.0,0.039154656,64100,0.179150390625,0.2,0.14419424533843994,-24.696088153123856,-0.009611122336355037,76.7460708618164,0.0003,6.6393890380859375,287.31577689647673
258,426.5836389,55,436,112640,300.0,0.027922567,64110,0.09169921875,0.2,0.09435856342315674,-24.70282654762268,-0.007710722964111483,104.93524932861328,0.0003,6.636927127838135,331.9006642103195
258,426.43156554,56,444,114688,300.0,0.035438463,64120,0.162841796875,0.2,0.16499871015548706,-24.708572220802306,-0.009569650980847656,123.37135314941406,0.0003,6.647004127502441,316.9762435436249
258,427.78824212,57,452,116736,300.0,0.039433718,64130,0.16357421875,0.2,0.2893417477607727,-24.71360719203949,-0.004931763017521007,281.0690612792969,0.0003,6.62837553024292,309.6234478712082
258,425.37966386,58,460,118784,300.0,0.054498423,64140,0.214404296875,0.2,0.3278700113296509,-24.68962483406067,-0.011120973009383306,97.46515655517578,0.0003,6.61155366897583,255.08999683856965
258,424.30684424,59,468,120832,300.0,0.029910944,64150,0.133154296875,0.2,0.24273860454559326,-24.692737621068954,-0.011065712560957763,104.655029296875,0.0003,6.62937068939209,277.9340890288353
258,423.80071512999996,60,476,122880,300.0,0.111157045,64160,0.455859375,0.2,-0.041091203689575195,-24.74741245508194,0.010720639895589556,96.24026489257812,0.0003,6.691518783569336,340.9793229818344
258,425.49426432,61,484,124928,300.0,0.030101407,64170,0.14404296875,0.2,0.007882297039031982,-24.797118383646012,-0.009216397171257995,163.0216522216797,0.0003,6.697611331939697,334.67963696718215
258,427.38147595999993,62,492,126976,300.0,0.025963679,64180,0.164990234375,0.2,0.014120817184448242,-24.794729894399644,-0.01700602498603985,229.78517150878906,0.0003,6.6745100021362305,339.6533577203751
258,426.01528122,63,499,129024,300.0,0.044682615,64190,0.19970703125,0.2,-0.0011001825332641602,-24.79214578270912,-0.008075490104965865,229.96786499023438,0.0003,6.658937454223633,328.9150831103325
258,425.67851348,64,507,131072,300.0,0.028605688,64200,0.172314453125,0.2,0.11072582006454468,-24.824375867843628,-0.0061371004325337705,202.21026611328125,0.0003,6.710152626037598,323.7128011226654
258,426.96747237999995,65,515,133120,300.0,0.014793106,64210,0.104736328125,0.2,0.0542338490486145,-24.8590808570385,-0.011271132754336577,110.18903350830078,0.0003,6.718569755554199,271.0955549955368
258,424.38407013000005,66,523,135168,300.0,0.029064124,64220,0.157080078125,0.2,0.08411818742752075,-24.841290897130968,-0.014751875777437817,191.7415313720703,0.0003,6.70890998840332,313.9740052700043
258,428.03996566999996,67,531,137216,300.0,0.030218598,64230,0.153076171875,0.2,0.0899152159690857,-24.835494261980056,-0.011015526414848865,136.6842803955078,0.0003,6.704306125640869,325.1083464860916
258,427.6772245099999,68,539,139264,300.0,0.0686933,64240,0.3341796875,0.2,-0.006481528282165527,-24.851264721155168,-0.009117569736554287,133.7644805908203,0.0003,6.734829902648926,326.08942049145696
258,423.9864125700001,69,547,141312,300.0,0.022433193,64250,0.105517578125,0.2,-0.004021644592285156,-24.877652037143708,-0.009258109191432596,149.5546417236328,0.0003,6.762260437011719,327.58181158304217
257,422.9304940899999,70,555,143360,300.0,0.014618426,64260,0.06611328125,0.2,-0.04457437992095947,-24.893438196182252,-0.007230285072000697,121.30419921875,0.0003,6.763144493103027,302.2620411515236
257,424.57755850999996,71,563,145408,300.0,0.10664645,64270,0.326123046875,0.2,-2.86102294921875e-06,-24.84752651453018,0.0031350397126516326,94.10307312011719,0.0003,6.683542728424072,286.2197695016861
257,423.25986389999997,72,571,147456,300.0,0.047858935,64280,0.112255859375,0.2,0.017881453037261963,-24.825881952047347,-0.009565821962314657,169.15179443359375,0.0003,6.692126274108887,317.4713242292404
257,423.37780894,73,579,149504,300.0,0.016643424,64290,0.079833984375,0.2,0.07152509689331055,-24.82639028429985,-0.010184339062834624,87.11664581298828,0.0003,6.696260452270508,293.7501689195633
257,422.21703791,74,587,151552,300.0,0.013303163,64300,0.08232421875,0.2,0.08048701286315918,-24.83888348340988,-0.010080975640448742,100.47329711914062,0.0003,6.703352451324463,247.25980612635612
257,419.84488524,75,595,153600,300.0,0.013255455,64310,0.0740234375,0.2,0.22108817100524902,-24.84769923090935,-0.013032663460762706,128.55642700195312,0.0003,6.7033209800720215,273.56840978860856
257,416.34768398,76,603,155648,300.0,0.017367685,64320,0.0806640625,0.2,0.3380640745162964,-24.854580771923064,-0.00540092727605952,153.7215118408203,0.0003,6.714866638183594,281.7451046824455
257,416.0768008399999,77,611,157696,300.0,0.016403321,64330,0.095458984375,0.2,0.49250859022140503,-24.860374665260316,-0.007103082254616311,83.78833770751953,0.0003,6.7219624519348145,211.7176372051239
257,418.39525113999997,78,619,159744,300.0,0.021465406,64340,0.11982421875,0.2,0.45437902212142944,-24.855598855018616,-0.011369748257857281,96.67990112304688,0.0003,6.69342041015625,248.34660763740538
257,416.11214862,79,628,161792,300.0,0.015119891,64350,0.06572265625,0.2,0.3589324951171875,-24.8556121468544,-0.010250031913165003,156.08978271484375,0.0003,6.704095363616943,283.5839168667793
257,418.92707484000005,80,636,163840,300.0,0.020005131,64360,0.090185546875,0.2,0.2322039008140564,-24.855565291643142,-0.008802786807063968,282.3731994628906,0.0003,6.697509288787842,304.6165237903595
257,419.35106322000007,81,644,165888,300.0,0.01936871,64370,0.131298828125,0.2,0.16293084621429443,-24.84465798139572,-0.0075505299049837046,68.90835571289062,0.0003,6.692422389984131,308.2110409140587
257,417.72314996999995,82,652,167936,300.0,0.016537726,64380,0.0921875,0.2,0.6312146186828613,-24.84641961455345,-0.011225906865729485,189.23507690429688,0.0003,6.703749179840088,213.2826518893242
257,417.2386226000001,83,660,169984,300.0,0.038565844,64390,0.15849609375,0.2,0.4082106351852417,-24.862010806798935,-0.01192127554822946,228.3833770751953,0.0003,6.727102279663086,286.2961554646492
257,418.45608544999993,84,668,172032,300.0,0.072830506,64400,0.265966796875,0.2,0.07453662157058716,-24.897893577814102,-0.0064526493049925195,138.5386505126953,0.0003,6.753251075744629,309.7578244328499
257,416.74862097000005,85,677,174080,300.0,0.03977479,64410,0.1751953125,0.2,0.5023388266563416,-24.906710213422777,-0.012423691948060877,33.10011672973633,0.0003,6.744840145111084,252.16679943203926
256,414.01790701,86,685,176128,300.0,0.036034986,64420,0.16396484375,0.2,0.5555402934551239,-24.90760721564293,-0.012909386115643429,219.45089721679688,0.0003,6.759309768676758,282.28953125476835
256,416.94829649,87,693,178176,300.0,0.021718593,64430,0.07783203125,0.2,0.5813898742198944,-24.9142884850502,-0.007128278901654994,63.33989715576172,0.0003,6.763394355773926,221.59892768859862
256,416.5197870399999,88,701,180224,300.0,0.07111879,64440,0.298486328125,0.2,-0.015305876731872559,-24.90038467049599,-0.003944345025229268,118.79928588867188,0.0003,6.766589164733887,282.75714535713195
256,416.48742656999997,89,710,182272,300.0,0.02754274,64450,0.12724609375,0.2,0.4587515592575073,-24.92230114340782,-0.008674239042738919,117.84724426269531,0.0003,6.77254056930542,273.1448948919773
256,416.38625083,90,718,184320,300.0,0.028530747,64460,0.1375,0.2,0.3573229908943176,-24.930036240816115,-0.01445697186718462,31.515411376953125,0.0003,6.78901481628418,297.23444492816924
256,415.57572883000006,91,726,186368,300.0,0.026296802,64470,0.103369140625,0.2,0.49401986598968506,-24.940479272603987,-0.010321342216047923,179.8227996826172,0.0003,6.782459259033203,246.2829959869385
256,416.94065578999994,92,734,188416,300.0,0.035538156,64480,0.196484375,0.2,0.4013620615005493,-24.936911624670028,-0.013083070004358887,88.40315246582031,0.0003,6.7653093338012695,271.10871292352675
256,418.11201896,93,743,190464,300.0,0.05610443,64490,0.250048828125,0.2,0.23622894287109375,-24.967370665073396,-0.012256315897684545,259.64971923828125,0.0003,6.791871070861816,292.800276350975
256,416.46350071999996,94,751,192512,300.0,0.046566967,64500,0.236328125,0.2,0.2856018543243408,-24.973292469978333,-0.007805334565637168,124.7780990600586,0.0003,6.782284736633301,263.891855853796
256,413.28011199,95,759,194560,300.0,0.026460495,64510,0.128466796875,0.2,0.4637415409088135,-25.0001180768013,-0.009765930283174384,185.787353515625,0.0003,6.841383934020996,261.26926149129866
255,411.57114564000005,96,768,196608,300.0,0.037157513,64520,0.137646484375,0.2,0.32213717699050903,-25.03052185177803,-0.003525484230340226,201.81463623046875,0.0003,6.839207649230957,283.13359144926073
255,411.07422520000006,97,776,198656,300.0,0.008952104,64530,0.0384765625,0.2,0.3159475326538086,-25.0275140106678,-0.007969729833712335,64.66941833496094,0.0003,6.829061985015869,291.5288441538811
255,411.54103223999994,98,784,200704,300.0,0.03199922,64540,0.182568359375,0.2,0.18774574995040894,-25.05081284046173,-0.011022254495037487,69.11334991455078,0.0003,6.871261119842529,293.74249824881554
255,412.60344693999997,99,792,202752,300.0,0.026726691,64550,0.171044921875,0.2,0.1519283652305603,-25.06141929626465,-0.016760676275589505,275.5675354003906,0.0003,6.84675407409668,287.1302558302879
255,415.31071668,100,800,204800,300.0,0.044121567,64560,0.221630859375,0.2,0.19713878631591797,-25.06982194185257,-0.01213809220789699,215.46365356445312,0.0003,6.89861536026001,256.09065386652946
255,417.7890616700001,101,808,206848,300.0,0.02611822,64570,0.090185546875,0.2,0.21727007627487183,-25.101647329330444,-0.012647379834379534,179.17723083496094,0.0003,6.905489444732666,287.4440822005272
255,418.10343259999996,102,816,208896,300.0,0.036463015,64580,0.17685546875,0.2,0.2104095220565796,-25.117651057243346,-0.013861418746819254,191.19601440429688,0.0003,6.912545680999756,320.8849727630615
255,417.12282980999987,103,824,210944,300.0,0.026201244,64590,0.1513671875,0.2,0.3263549208641052,-25.122315979003908,-0.01050359873479465,145.58726501464844,0.0003,6.919694900512695,287.3835816562176
255,416.99679412,104,832,212992,300.0,0.025192367,64600,0.13125,0.2,0.4258096218109131,-25.130529087781905,-0.010263527983624954,131.90576171875,0.0003,6.930832386016846,279.92500039339063
255,417.18712705999997,105,840,215040,300.0,0.051109828,64610,0.23017578125,0.2,0.1975266933441162,-25.15556895136833,-0.011654824651486706,99.66559600830078,0.0003,6.966826438903809,280.9342689275742
255,415.52490354000014,106,848,217088,300.0,0.02144749,64620,0.124072265625,0.2,0.2581234574317932,-25.16971722841263,-0.011472013918682933,87.20816802978516,0.0003,6.967008590698242,278.3434644460678
255,411.99637203,107,856,219136,300.0,0.030600375,64630,0.1697265625,0.2,0.28234875202178955,-25.171213555336,-0.01586904730502283,118.30431365966797,0.0003,6.9798760414123535,268.6772949695587
255,412.8299423099999,108,864,221184,300.0,0.029696314,64640,0.131640625,0.2,0.34838420152664185,-25.179043728113175,-0.008210800349479542,152.75375366210938,0.0003,6.994925498962402,267.6342250227928
256,413.96430019,109,871,223232,300.0,0.055423863,64650,0.351318359375,0.2,-0.0007165670394897461,-25.200376403331756,-0.005016680723929312,152.31431579589844,0.0003,7.010335922241211,313.38204802274703
256,415.61993441,110,879,225280,300.0,0.044116654,64660,0.18896484375,0.2,0.3670766353607178,-25.198483234643938,-0.006414388457778841,110.04466247558594,0.0003,7.015016555786133,285.82716504335406
256,413.31627187000004,111,887,227328,300.0,0.030879315,64670,0.118017578125,0.2,0.429179847240448,-25.20638281106949,-0.0072373762617644385,70.1839828491211,0.0003,6.997976303100586,200.8861954629421
256,413.76494008999987,112,895,229376,300.0,0.023124715,64680,0.1076171875,0.2,0.36626136302948,-25.20490642786026,-0.005403092475899029,175.7625732421875,0.0003,6.999393939971924,257.2040510058403
256,410.2443704600001,113,903,231424,300.0,0.038539805,64690,0.16875,0.2,0.18184638023376465,-25.214503425359727,-0.009498246730072425,104.66172790527344,0.0003,7.014388084411621,301.28358736038206
256,407.50909457999995,114,911,233472,300.0,0.035315927,64700,0.20048828125,0.2,0.12583839893341064,-25.21762361526489,-0.006729368443484418,182.2147216796875,0.0003,7.032784938812256,282.51330761909486
256,406.34577903999997,115,919,235520,300.0,0.007241031,64710,0.025,0.2,0.29819267988204956,-25.227127999067307,-0.0064793719866429456,171.98883056640625,0.0003,7.033681392669678,254.0967962861061
256,405.89905394,116,927,237568,300.0,0.062791266,64720,0.35341796875,0.2,2.485513687133789e-05,-25.227383661270142,0.004996324838430155,186.9542694091797,0.0003,7.049513816833496,291.54600433111193
256,404.14642889999993,117,935,239616,300.0,0.08584808,64730,0.364306640625,0.2,0.028698861598968506,-25.246403920650483,0.008991250736289657,68.19752502441406,0.0003,7.076242446899414,262.90060378313063
256,402.30711600999996,118,943,241664,300.0,0.0065375436,64740,0.025341796875,0.2,0.4002758264541626,-25.254286688566207,-0.003617659642623039,118.78743743896484,0.0003,7.074077129364014,266.47560185194016
256,403.94481329,119,951,243712,300.0,0.033121992,64750,0.100146484375,0.2,0.11919599771499634,-25.25708649754524,-0.005457780441793148,68.44416809082031,0.0003,7.072488784790039,274.04091646671293
256,400.73533045999994,120,959,245760,300.0,0.028512783,64760,0.108154296875,0.2,0.4057256579399109,-25.260404086112977,-0.011765798393753357,50.13249206542969,0.0003,7.0879106521606445,270.2833326816559
256,401.86766461999997,121,967,247808,300.0,0.013813134,64770,0.060107421875,0.2,0.5417550206184387,-25.269799184799194,-0.008270522688690107,81.85956573486328,0.0003,7.088724136352539,229.35400160551072
256,402.26890217999994,122,975,249856,300.0,0.038841367,64780,0.129248046875,0.2,0.3387466073036194,-25.27578765153885,-0.007821927349141333,70.91873168945312,0.0003,7.110175609588623,261.64728811979296
256,398.2849963500001,123,983,251904,300.0,0.07436757,64790,0.211279296875,0.2,-0.01777946949005127,-25.31423655152321,-0.0013601357080915478,147.3880157470703,0.0003,7.159260272979736,258.1791534304619
256,399.0590531799999,124,991,253952,300.0,0.031198585,64800,0.137744140625,0.2,0.2609497904777527,-25.328077787160872,-0.010434682083723602,114.53915405273438,0.0003,7.183478355407715,274.1092322826386
255,401.48624243,125,1000,256000,300.0,0.03536492,64810,0.156787109375,0.2,0.29719334840774536,-25.339316749572752,-0.012770852287940216,70.6235122680664,0.0003,7.173040866851807,268.0473069369793
255,401.72581029,126,1008,258048,300.0,0.027376905,64820,0.113720703125,0.2,0.16853541135787964,-25.327172297239304,-0.008988148608477787,69.23284149169922,0.0003,7.140799045562744,281.1297556638718
255,400.3306685100001,127,1016,260096,300.0,0.031847782,64830,0.195556640625,0.2,0.3735884428024292,-25.314165389537813,-0.010989890758355613,89.24552917480469,0.0003,7.13507080078125,268.44308391809466
255,402.57483829000006,128,1024,262144,300.0,0.07393637,64840,0.2154296875,0.2,0.3825775980949402,-25.308113956451415,-0.010198156291153282,141.38787841796875,0.0003,7.157270908355713,231.1625997066498
255,402.69962153,129,1032,264192,300.0,0.03316995,64850,0.196923828125,0.2,0.0338587760925293,-25.326780170202255,-0.003440689759736415,136.18081665039062,0.0003,7.1761250495910645,276.57603628635405
255,403.24846721999995,130,1041,266240,300.0,0.053202324,64860,0.234130859375,0.2,-0.023201584815979004,-25.348819661140443,-0.0036090522844460793,226.07643127441406,0.0003,7.184516906738281,320.5766851425171
255,402.1652186400001,131,1049,268288,300.0,0.028459642,64870,0.161767578125,0.2,0.1009676456451416,-25.332442903518675,-0.014564177350257524,209.94410705566406,0.0003,7.158838272094727,285.8682613730431
255,403.5255297599999,132,1057,270336,300.0,0.054848,64880,0.285986328125,0.2,0.0,-25.343680059909822,0.0007023954283795319,274.5746154785156,0.0003,7.1927924156188965,296.38085092306136
255,403.27854482,133,1066,272384,300.0,0.031238776,64890,0.1564453125,0.2,0.09419727325439453,-25.350110238790514,-0.010146618691214826,119.67872619628906,0.0003,7.179264545440674,277.6670896291733
255,402.7862422300001,134,1074,274432,300.0,0.029324323,64900,0.17919921875,0.2,0.06978726387023926,-25.37586027979851,-0.012234066592645832,109.25221252441406,0.0003,7.199545383453369,255.78829621076585
255,404.70794897,135,1082,276480,300.0,0.024935102,64910,0.147607421875,0.2,0.05824470520019531,-25.393528360128403,-0.010480021055263933,64.70491790771484,0.0003,7.22539758682251,274.0782218813896
255,405.79405878,136,1091,278528,300.0,0.046565026,64920,0.28076171875,0.2,-0.0011763572692871094,-25.40186814069748,-0.0009330451968708076,55.17695617675781,0.0003,7.232244968414307,293.78047622442244
255,406.31302517000006,137,1099,280576,300.0,0.02376781,64930,0.159619140625,0.2,0.11254554986953735,-25.40306848883629,-0.010541569571068976,69.15991973876953,0.0003,7.227968215942383,268.48156187534335
255,405.93623431,138,1107,282624,300.0,0.035484843,64940,0.106884765625,0.2,0.08954322338104248,-25.39314314723015,-0.007842001860262826,224.0825653076172,0.0003,7.21993350982666,266.21718348264693
255,405.54028825999995,139,1116,284672,300.0,0.030752232,64950,0.168212890625,0.2,0.03626585006713867,-25.38412885069847,-0.012494031028472819,141.3707733154297,0.0003,7.202427864074707,301.80555213689803
254,406.3279382400001,140,1124,286720,300.0,0.029170178,64960,0.112548828125,0.2,0.2154904007911682,-25.383488374948502,-0.01090943609160604,94.40811920166016,0.0003,7.1992106437683105,221.9234483420849
254,407.49115193000006,141,1132,288768,300.0,0.02056466,64970,0.116552734375,0.2,0.07403427362442017,-25.396903055906296,-0.008834843971999361,185.37718200683594,0.0003,7.2428154945373535,283.98229310512545
