#{"t_start": 1700111916.5632012, "env_id": null}
r,l,t
535.071232,300,351.807194
499.76883,300,352.637213
483.469341,300,353.485118
501.627375,300,354.993997
475.524294,300,355.827931
522.399338,300,356.661527
394.947958,300,357.958472
503.765638,300,358.79171
502.631576,300,359.62502
509.307421,300,360.458629
435.544744,300,361.931984
454.987027,300,362.766011
469.680345,300,363.599998
481.50674,300,364.433261
511.413693,300,365.280132
425.320862,300,366.113519
405.284744,300,366.946935
442.192464,300,368.416813
510.66501,300,369.250666
432.4897,300,370.08398
520.142457,300,370.917778
529.071039,300,371.750553
514.807013,300,372.584532
532.812205,300,374.046118
492.355659,300,374.879835
519.407723,300,375.713627
449.819335,300,376.560811
500.760628,300,377.394417
457.946314,300,378.227726
368.143167,300,379.061031
519.908011,300,380.527544
512.440532,300,381.361174
511.306808,300,382.19557
479.880573,300,383.028193
519.346603,300,383.862738
529.0244,300,384.695395
516.830403,300,385.529777
522.961586,300,386.980164
362.548489,300,387.827005
528.457889,300,388.660787
312.461857,300,389.494339
496.09872,300,390.328388
452.945341,300,391.682954
485.984374,300,392.516114
530.418353,300,394.056055
487.468731,300,394.888845
459.465445,300,396.100174
441.208964,300,396.933312
477.227913,300,397.766984
445.444315,300,398.600105
513.016082,300,399.446731
419.73837,300,400.919982
488.466088,300,401.75391
497.083419,300,402.587394
470.657145,300,403.42165
496.051526,300,404.25505
484.168697,300,405.088796
525.645684,300,405.92362
492.631207,300,407.395551
477.38185,300,408.228105
507.958271,300,409.062264
408.367072,300,409.89518
536.751231,300,410.743079
521.2145,300,411.576223
449.549479,300,413.039356
524.989952,300,413.873005
509.318344,300,414.706928
499.354148,300,415.540053
483.595084,300,416.374326
510.451887,300,417.208315
426.863934,300,418.041394
365.388629,300,419.512021
495.829296,300,420.345542
510.776968,300,421.178167
315.737059,300,422.2409
446.522134,300,423.30808
480.535322,300,424.393918
522.628531,300,425.466105
525.992513,300,427.173347
525.614345,300,428.228338
455.54993,300,429.294623
525.94047,300,430.348585
462.78247,300,431.415494
528.319717,300,432.503086
500.430847,300,433.552247
520.406422,300,435.243569
450.090507,300,436.334863
498.81082,300,437.418171
457.691583,300,438.503998
542.39607,300,439.593854
511.391734,300,440.681404
511.800124,300,441.749019
113.65898,300,443.416142
527.250925,300,444.704986
526.652463,300,445.7731
501.678661,300,446.873378
458.735599,300,447.930586
414.641485,300,449.016052
388.691973,300,450.086629
417.249803,300,451.752272
511.539225,300,452.803244
502.310874,300,453.889085
459.989084,300,454.924732
358.893848,300,455.994916
511.466269,300,457.04985
535.887647,300,458.699667
431.988722,300,459.782012
483.252088,300,460.849757
501.073229,300,461.920238
520.466725,300,462.973462
493.095919,300,464.099532
493.695196,300,465.182865
476.696382,300,466.847454
530.805304,300,467.901746
499.183188,300,468.95263
432.828107,300,470.023103
514.238149,300,471.077709
544.634899,300,472.144089
530.356291,300,473.19901
540.859187,300,474.908057
361.848597,300,475.962564
518.759547,300,477.032882
537.275871,300,478.146958
465.159002,300,479.232569
465.413987,300,480.288339
330.830721,300,481.374995
518.003532,300,483.056708
481.875962,300,484.111274
461.373796,300,485.162388
499.49838,300,486.216321
496.160914,300,487.299686
530.393408,300,488.38541
493.619061,300,489.4517
489.238499,300,491.155037
360.414947,300,492.242964
453.194307,300,493.313655
503.753752,300,494.416245
518.625339,300,495.489288
508.401235,300,496.542219
526.792206,300,497.628126
503.249374,300,499.315722
493.618327,300,500.370117
508.424759,300,501.438472
502.616674,300,502.507446
502.455316,300,503.590561
487.622396,300,504.659221
520.997017,300,506.346956
504.039493,300,507.417215
479.857258,300,508.499612
280.403522,300,509.569504
534.083626,300,510.63641
519.556878,300,511.706916
444.002455,300,512.77792
523.643687,300,514.482331
462.397397,300,515.536534
479.833358,300,516.588163
508.174985,300,517.658319
500.505034,300,518.732011
527.251328,300,519.800872
538.040741,300,520.856106
510.092067,300,522.552475
289.297967,300,523.588601
504.266034,300,524.643174
506.788367,300,525.694038
473.03664,300,526.750363
503.11367,300,527.802949
467.310793,300,528.854428
488.388557,300,530.526208
426.034054,300,531.597178
396.887793,300,532.682503
467.825548,300,533.764696
529.61607,300,534.834561
499.831884,300,535.885741
528.406066,300,536.94039
505.014217,300,538.629743
506.660133,300,539.682724
533.837687,300,540.718157
451.243459,300,541.787505
450.451228,300,542.856174
537.160531,300,543.925378
514.171983,300,545.596831
391.629645,300,546.651937
535.173242,300,547.718751
534.941207,300,548.78899
362.092327,300,549.824898
528.662154,300,550.878671
507.834822,300,551.931169
491.977419,300,553.644832
513.329389,300,554.714538
399.216277,300,555.769079
499.128412,300,556.821343
472.504882,300,557.875275
451.303134,300,558.936013
423.44196,300,560.002193
475.619531,300,561.708862
446.535021,300,562.744868
406.465961,300,563.81513
480.441798,300,564.85013
501.472471,300,565.904526
430.403425,300,566.956151
332.71617,300,568.010421
526.743176,300,569.682384
512.228122,300,570.753002
537.423119,300,571.827693
527.358437,300,572.858205
410.627965,300,573.909207
527.450544,300,574.979433
440.121682,300,576.033979
469.026209,300,577.722206
538.274867,300,578.772775
538.916264,300,579.843283
521.681096,300,580.897906
522.989575,300,581.970236
485.943588,300,583.040815
520.706619,300,584.095376
515.341967,300,585.79227
513.711194,300,586.827737
521.356163,300,587.897918
408.474629,300,588.980442
517.671819,300,590.05073
505.866587,300,591.101351
484.119732,300,592.800662
454.184432,300,593.884948
499.544613,300,594.963075
456.910435,300,596.006559
518.723237,300,597.039331
305.61797,300,598.11119
516.933449,300,599.178194
532.163281,300,600.89346
530.754881,300,601.947678
431.929789,300,603.033422
524.384051,300,604.091087
469.523717,300,605.161211
337.520135,300,606.231354
462.409788,300,607.297936
526.428417,300,609.011763
387.575548,300,610.09678
524.632102,300,611.147368
517.866898,300,612.201852
501.733893,300,613.284501
440.328185,300,614.338764
409.526993,300,615.408991
466.22523,300,617.09689
535.633719,300,618.147902
409.938822,300,619.202352
511.221636,300,620.268964
528.803375,300,621.323571
531.234875,300,622.380504
515.386743,300,623.446327
464.673625,300,625.094852
512.216845,300,626.150032
529.626207,300,627.216053
538.375847,300,628.286682
328.823393,300,629.369289
381.45621,300,630.45472
481.893756,300,631.506368
516.561346,300,633.183914
530.25709,300,634.23437
528.775094,300,635.320453
416.457952,300,636.38737
515.2923,300,637.441926
528.066396,300,638.497228
534.639101,300,640.183107
499.067102,300,641.238891
497.31721,300,642.289936
531.42287,300,643.344058
527.222534,300,644.401184
121.714253,300,645.455763
409.031347,300,646.526345
536.614164,300,648.215168
486.842734,300,649.268271
529.861148,300,650.319674
497.84477,300,651.358493
391.422809,300,652.408811
514.719554,300,653.479443
359.931373,300,654.562177
440.801822,300,656.22804
287.725055,300,657.282895
517.285444,300,658.348393
344.573273,300,659.388418
506.298258,300,660.451028
510.718606,300,661.499609
512.006909,300,662.554411
505.749254,300,664.241901
536.994625,300,665.296649
491.076389,300,666.394493
406.120911,300,667.433494
524.798533,300,668.48831
503.30021,300,669.548893
377.151321,300,670.631171
308.24362,300,672.335235
523.436955,300,673.389061
477.018721,300,674.443736
488.442964,300,675.4947
519.705089,300,676.564553
493.903137,300,677.615896
443.313658,300,678.670519
522.926868,300,680.330059
519.534057,300,681.38326
514.335682,300,682.438236
521.871145,300,683.488845
506.735403,300,684.560425
365.190074,300,685.626704
509.029833,300,687.338648
504.325425,300,688.424889
533.768955,300,689.470726
454.525548,300,690.514482
517.10436,300,691.56581
524.54589,300,692.635594
519.805768,300,693.702704
514.911787,300,695.368273
530.479988,300,696.423263
429.414733,300,697.474507
480.718619,300,698.528501
543.652635,300,699.595751
523.933925,300,700.681541
481.497206,300,701.736028
415.157357,300,703.367162
535.111646,300,704.453298
521.908713,300,705.521321
518.879583,300,706.574051
540.749559,300,707.638873
514.928279,300,708.675727
540.973778,300,709.733032
514.171547,300,711.397164
459.937708,300,712.451769
526.162634,300,713.537544
541.614936,300,714.604019
496.794684,300,715.674279
336.491235,300,716.740856
457.89851,300,717.811044
540.681412,300,719.467697
543.695929,300,720.537884
341.831931,300,721.588542
478.720048,300,722.627567
529.464463,300,723.678507
528.336663,300,724.733527
507.263962,300,726.43828
107.385495,300,727.5247
510.395199,300,728.591066
505.353934,300,729.629942
535.773632,300,730.700061
443.483766,300,731.735858
516.288393,300,732.79044
513.549538,300,734.471785
473.246897,300,735.507266
284.502199,300,736.56206
494.807727,300,737.613155
532.349359,300,738.66795
503.650148,300,739.702285
503.701902,300,740.804742
381.16309,300,742.461491
160.598446,300,743.546485
344.271555,300,744.628775
495.79179,300,745.683376
489.349133,300,746.73809
481.823872,300,747.773467
518.313443,300,748.843898
516.662607,300,750.506701
511.101856,300,751.54554
522.670199,300,752.608841
341.363818,300,753.674078
462.026237,300,754.758619
476.449459,300,755.844381
542.289831,300,756.888307
501.535259,300,758.545251
522.526774,300,759.590419
476.200675,300,760.645274
509.487205,300,761.701972
521.964096,300,762.757135
523.975925,300,763.858207
523.350174,300,764.909123
507.771902,300,766.585137
525.983384,300,767.636198
508.754182,300,768.737775
538.39842,300,769.798419
538.32014,300,770.848866
536.871165,300,771.934961
523.561049,300,773.633878
222.363618,300,774.704829
493.349822,300,775.778144
519.838339,300,776.831896
491.119268,300,777.886626
479.084559,300,778.975028
355.09716,300,780.029398
496.187339,300,781.701016
504.749798,300,782.787159
501.684665,300,783.841803
544.990501,300,784.908585
457.042463,300,785.962801
525.234784,300,787.014142
261.349869,300,788.083978
520.311712,300,789.740516
520.321237,300,790.826734
436.529708,300,791.89324
347.096908,300,793.000442
488.724241,300,794.070676
521.367678,300,795.125539
534.035702,300,796.238778
543.085727,300,797.910841
530.193305,300,798.981055
425.491597,300,800.064615
423.131987,300,801.119713
514.583811,300,802.168937
523.160021,300,803.207749
519.960821,300,804.277579
510.977073,300,805.967945
528.66226,300,807.038055
444.027088,300,808.073465
514.174669,300,809.143741
509.226721,300,810.241674
479.99246,300,811.296226
322.176656,300,812.382007
512.859916,300,814.089526
509.021083,300,815.136435
518.870749,300,816.191379
529.853675,300,817.278255
486.976514,300,818.35002
541.308837,300,819.419729
528.491935,300,821.101325
449.174919,300,822.168022
513.256321,300,823.222828
258.512561,300,824.29295
533.738744,300,825.390996
402.646811,300,826.461379
531.477519,300,827.511856
441.314224,300,829.183234
511.721116,300,830.254659
222.324728,300,831.309058
530.545497,300,832.3597
483.687351,300,833.430067
508.909297,300,834.49679
425.579342,300,835.572406
520.730796,300,837.235435
512.817122,300,838.321011
507.044594,300,839.372105
524.968613,300,840.44252
527.051936,300,841.546389
413.802952,300,842.632064
453.333837,300,843.686872
525.713753,300,845.374892
486.631985,300,846.428685
533.606254,300,847.464478
465.428605,300,848.519078
447.821236,300,849.577617
389.210706,300,850.646418
173.654219,300,851.747686
533.137194,300,853.413818
531.136283,300,854.495876
535.223764,300,855.550096
513.175595,300,856.63978
487.922166,300,857.687265
501.141929,300,858.725936
491.44641,300,859.793184
118.068189,300,861.474686
513.201342,300,862.525369
492.629675,300,863.580084
525.163624,300,864.650081
442.074657,300,865.716972
307.46203,300,866.77169
526.107514,300,868.461137
457.244058,300,869.516054
508.826718,300,870.5628
518.802999,300,871.615272
508.691739,300,872.703658
499.305015,300,873.758564
499.374236,300,874.828775
188.650633,300,876.516447
516.989013,300,877.599658
496.115525,300,878.653101
483.647502,300,879.723688
371.413679,300,880.790462
522.059742,300,881.846766
505.483375,300,882.895185
515.802569,300,884.593382
500.543042,300,885.647832
525.384398,300,886.698554
526.868587,300,887.768902
471.495862,300,888.804143
533.659282,300,889.859149
496.357933,300,890.925506
522.973833,300,892.607683
540.340554,300,893.677118
496.318436,300,894.760852
535.54162,300,895.829259
507.906573,300,896.896474
498.938841,300,897.982641
514.489891,300,899.032541
500.780097,300,900.708913
521.908749,300,901.775422
526.135722,300,902.861116
527.279716,300,903.928044
502.980168,300,904.982516
509.107745,300,906.054146
484.335739,300,907.74231
527.600091,300,908.812982
514.442472,300,909.902674
470.994284,300,910.971346
383.508759,300,912.025878
542.633467,300,913.069242
510.036985,300,914.17353
433.597351,300,915.84438
522.361666,300,916.895654
510.930199,300,917.965627
521.040628,300,919.050019
533.203792,300,920.102429
410.742838,300,921.188397
505.955355,300,922.239567
529.247311,300,923.946126
508.933729,300,924.982115
477.267277,300,926.068845
515.80162,300,927.12835
532.940793,300,928.179581
509.121973,300,929.280669
502.384021,300,930.347761
420.240159,300,932.062104
538.332722,300,933.116708
495.921283,300,934.183471
529.790083,300,935.284883
462.932628,300,936.339963
98.211585,300,937.390829
495.80332,300,938.476687
509.496899,300,940.154552
435.250362,300,941.21008
517.030777,300,942.310915
447.962454,300,943.361914
529.986955,300,944.431874
501.332596,300,945.482833
520.855405,300,946.553436
521.729332,300,948.210409
508.331085,300,949.279918
365.95753,300,950.330655
520.444992,300,951.385211
511.341014,300,952.452354
493.326026,300,953.506832
527.336637,300,955.200015
463.024926,300,956.239214
499.378902,300,957.325372
490.993016,300,958.391725
510.845595,300,959.462579
522.407951,300,960.520944
502.217903,300,961.577514
533.468287,300,963.302334
506.042025,300,964.383784
537.184845,300,965.424513
521.838658,300,966.47854
529.965428,300,967.544823
522.000536,300,968.601357
521.426766,300,969.653973
524.715135,300,971.343293
522.553397,300,972.397832
286.693264,300,973.465316
506.789978,300,974.519582
476.757685,300,975.555887
531.151793,300,976.656464
521.174837,300,977.711068
497.076661,300,979.373243
506.991413,300,980.443878
508.053855,300,981.503457
489.118277,300,982.555057
520.673185,300,983.625388
336.987398,300,984.680245
408.394724,300,985.731102
525.999024,300,987.418623
513.820833,300,988.488748
509.251076,300,989.542538
516.474228,300,990.61
511.900596,300,991.665056
490.841512,300,992.699455
510.706903,300,993.770792
506.323486,300,995.448803
531.533041,300,996.503582
456.260817,300,997.575061
520.417821,300,998.624576
502.924272,300,999.679044
486.818158,300,1000.747568
494.585646,300,1002.420148
507.145396,300,1003.503723
432.479202,300,1004.573857
479.396268,300,1005.624583
485.51754,300,1006.679065
376.380839,300,1007.729622
527.658447,300,1008.80082
525.427147,300,1010.466409
461.154319,300,1011.527079
524.694537,300,1012.562429
512.990251,300,1013.650995
503.364244,300,1014.722349
474.400532,300,1015.775913
508.90232,300,1016.824528
537.176736,300,1018.52334
451.037002,300,1019.590123
434.796626,300,1020.644931
520.521769,300,1021.718304
534.948926,300,1022.772279
519.248193,300,1023.826518
515.000153,300,1024.881016
453.401324,300,1026.528031
481.122601,300,1027.582834
539.298126,300,1028.637174
423.323838,300,1029.703758
521.930348,300,1030.758849
522.944924,300,1031.825224
500.970826,300,1032.879872
475.854995,300,1034.530253
502.162296,300,1035.62829
492.601289,300,1036.682756
520.10992,300,1037.749545
500.573205,300,1038.788215
363.551464,300,1039.854834
502.097403,300,1040.909372
499.41056,300,1042.575825
527.857153,300,1043.65776
489.632675,300,1044.729448
510.077361,300,1045.790895
500.292194,300,1046.838926
361.718668,300,1047.878576
413.822925,300,1049.581717
518.635582,300,1050.636382
513.977016,300,1051.688082
490.350388,300,1052.757979
429.708795,300,1053.828171
505.788335,300,1054.88506
491.883947,300,1055.939875
513.85852,300,1057.637005
508.512104,300,1058.712468
516.665657,300,1059.776016
517.03369,300,1060.847403
521.39823,300,1061.913851
531.6873,300,1062.983132
402.005177,300,1064.049795
497.195685,300,1065.747192
510.115632,300,1066.801576
520.754044,300,1067.836804
487.102038,300,1068.89157
421.374444,300,1069.945879
523.496659,300,1070.997079
448.466058,300,1072.082728
488.147449,300,1073.770604
514.66716,300,1074.821457
294.023334,300,1075.892092
522.278339,300,1076.946637
405.378057,300,1078.013281
481.863638,300,1079.09896
494.554433,300,1080.165706
512.004214,300,1081.840961
508.634977,300,1082.892307
471.867926,300,1083.962636
514.848781,300,1085.013722
490.867778,300,1086.115106
474.915795,300,1087.196968
505.497359,300,1088.251619
509.177846,300,1089.93362
518.071315,300,1090.984648
446.980826,300,1092.086466
325.306578,300,1093.136806
518.730278,300,1094.191852
459.84688,300,1095.258092
490.784449,300,1096.945263
451.359743,300,1098.012071
495.483952,300,1099.082457
405.403252,300,1100.164425
512.011295,300,1101.250688
525.539168,300,1102.318008
525.63575,300,1103.387669
506.031036,300,1105.027906
523.287545,300,1106.098132
517.866678,300,1107.165244
521.558768,300,1108.250948
127.477285,300,1109.289932
528.652122,300,1110.346512
512.107666,300,1111.43258
523.146059,300,1113.104481
516.099928,300,1114.159499
335.006374,300,1115.225853
475.436308,300,1116.29535
363.507766,300,1117.352464
504.480049,300,1118.409808
502.734938,300,1119.462192
534.261853,300,1121.112576
506.753029,300,1122.182781
504.77281,300,1123.234379
360.252769,300,1124.319998
526.57804,300,1125.371385
252.641176,300,1126.425743
70.111871,300,1127.476618
494.518462,300,1129.19042
447.921795,300,1130.244218
491.732243,300,1131.295368
518.405801,300,1132.366268
420.52474,300,1133.416581
501.460594,300,1134.494387
483.366393,300,1136.163744
491.61561,300,1137.199839
503.033014,300,1138.254173
491.160625,300,1139.304196
425.693848,300,1140.359938
456.835019,300,1141.410491
504.788737,300,1142.496298
378.962461,300,1144.184206
500.72795,300,1145.238906
503.531364,300,1146.305928
507.957227,300,1147.375987
524.675039,300,1148.467941
517.394596,300,1149.533672
510.938057,300,1150.635552
492.238864,300,1152.292328
211.787657,300,1153.362231
534.740285,300,1154.413109
356.522326,300,1155.483548
518.040371,300,1156.581371
505.217496,300,1157.66756
453.318415,300,1158.721773
491.335502,300,1160.424973
507.095096,300,1161.491733
407.857802,300,1162.531752
506.36385,300,1163.61764
506.766334,300,1164.673712
531.9272,300,1165.712848
518.425495,300,1166.767153
516.288677,300,1168.435542
516.631147,300,1169.486167
508.272522,300,1170.573342
482.481156,300,1171.638781
177.2729,300,1172.69492
520.487875,300,1173.779402
507.10635,300,1174.831774
517.563936,300,1176.543375
322.189797,300,1177.615268
379.939512,300,1178.654866
395.861322,300,1179.740859
489.807717,300,1180.811957
480.368963,300,1181.839823
502.371486,300,1183.543196
506.55217,300,1184.629531
495.849035,300,1185.695891
525.779764,300,1186.750571
530.265348,300,1187.817147
501.690634,300,1188.871858
486.991339,300,1189.923198
364.379255,300,1191.582175
507.124863,300,1192.665191
522.960917,300,1193.720098
512.215493,300,1194.787261
515.072071,300,1195.857665
516.723406,300,1196.938783
510.100361,300,1198.009126
465.126287,300,1199.659438
478.896164,300,1200.695177
500.85231,300,1201.76515
463.864065,300,1202.846762
511.201309,300,1203.902058
344.619582,300,1204.968653
291.282548,300,1206.023191
496.388872,300,1207.701333
528.946042,300,1208.75312
508.680617,300,1209.837871
155.157996,300,1210.904336
532.507766,300,1211.975716
474.499638,300,1213.0492
526.192574,300,1214.105755
506.91159,300,1215.794394
479.605342,300,1216.860054
477.559157,300,1217.915443
510.78992,300,1218.981075
408.335197,300,1220.035401
512.573134,300,1221.090624
495.857908,300,1222.118907
213.75183,300,1223.791914
522.299716,300,1224.889704
507.040204,300,1225.94417
502.691858,300,1226.998762
499.041217,300,1228.050138
