#{"t_start": 1699943478.9986596, "env_id": null}
r,l,t
315.394321,300,342.329398
323.285886,300,343.162296
393.635294,300,343.996458
417.558317,300,345.550041
352.980589,300,346.396352
320.525255,300,347.229676
259.704851,300,348.064064
320.198945,300,348.897369
307.896641,300,349.731254
304.45866,300,350.564759
341.671002,300,352.119678
322.653961,300,352.952724
343.508788,300,353.786157
351.024545,300,354.620717
384.559559,300,355.454799
369.300568,300,356.288029
400.082518,300,357.134734
282.907545,300,358.68339
313.389962,300,359.518008
344.69409,300,360.351041
340.608078,300,361.184947
278.258556,300,362.018319
376.352505,300,362.852412
341.964701,300,363.685719
374.219944,300,365.248675
332.751972,300,366.081177
323.35042,300,366.915297
332.476718,300,367.749104
362.015747,300,368.595196
365.129915,300,369.428671
273.610624,300,370.263091
366.986698,300,371.817319
360.000098,300,372.651575
289.973695,300,373.484818
388.924746,300,374.318885
326.885162,300,375.152492
414.814645,300,375.986395
339.071217,300,377.543282
276.729334,300,378.377447
336.98371,300,379.210963
344.006383,300,380.057009
320.575386,300,380.890859
291.398281,300,381.724843
309.410821,300,382.557818
362.29443,300,384.102373
260.93432,300,384.935357
350.251271,300,385.769565
298.471248,300,386.603555
323.701426,300,387.436618
314.269188,300,388.270606
282.519898,300,389.104523
291.499053,300,390.640935
320.437266,300,391.486817
264.864399,300,392.320032
291.027604,300,393.154607
395.427714,300,393.988276
303.149773,300,394.821763
321.586509,300,395.655146
351.824424,300,397.209687
303.327151,300,398.043002
352.023059,300,398.87749
343.580743,300,399.710589
332.781036,300,400.544217
293.892851,300,401.378335
280.70913,300,402.22465
266.701136,300,403.779345
367.183053,300,404.613594
320.572233,300,405.446523
335.273491,300,406.280365
272.496862,300,407.114353
334.667261,300,407.948231
318.048957,300,408.781639
395.803901,300,410.34919
334.062193,300,411.182373
308.780609,300,412.016274
349.723304,300,412.84966
301.494123,300,413.696115
299.511413,300,414.530107
350.689958,300,416.085318
341.607629,300,416.918807
320.374657,300,417.752872
288.938163,300,418.58566
340.402974,300,419.4197
305.293323,300,420.253152
301.680812,300,421.087523
399.665922,300,422.643387
333.315364,300,423.477462
249.646677,300,424.311872
312.588705,300,425.158026
408.400283,300,425.991319
321.984426,300,426.825496
294.555732,300,427.659045
310.569039,300,429.18249
364.660862,300,430.015948
303.632494,300,430.85017
344.513713,300,431.684257
258.852421,300,432.51745
424.098733,300,433.350466
282.476183,300,434.185108
397.213396,300,435.739129
399.59414,300,436.585943
327.954376,300,437.419253
321.615779,300,438.253955
405.553061,300,439.08694
319.600728,300,439.920596
293.10965,300,440.754241
402.972104,300,442.30366
148.958605,300,443.137093
78.070111,300,443.970771
302.963575,300,444.804371
365.329891,300,445.63798
271.875013,300,446.472288
394.795276,300,447.318269
303.952662,300,448.867535
287.109419,300,449.701747
206.774314,300,450.535586
371.036693,300,451.369783
335.75908,300,452.203062
398.229926,300,453.037246
365.650008,300,454.570471
357.623005,300,455.405022
261.103235,300,456.237368
306.328785,300,457.072132
368.981968,300,457.904873
253.657904,300,458.751554
387.011174,300,459.585247
258.174331,300,461.131187
370.051368,300,461.96485
331.890004,300,462.798551
317.190726,300,463.63197
319.033084,300,464.465948
301.415586,300,465.299605
295.82321,300,466.133385
259.416489,300,467.695764
335.635671,300,468.530113
345.095539,300,469.362852
424.249175,300,470.209538
401.059171,300,471.042912
353.967305,300,471.877217
336.123191,300,472.710673
345.107493,300,474.271738
336.157004,300,475.105631
185.091164,300,475.939244
344.47984,300,476.772297
347.041862,300,477.606047
345.504068,300,478.439858
357.859201,300,479.274007
297.299397,300,480.844704
268.581952,300,481.691145
421.547009,300,482.524202
366.437911,300,483.358596
292.969869,300,484.1919
275.647673,300,485.026035
379.899864,300,485.85919
355.753094,300,487.420204
363.890788,300,488.253293
332.218131,300,489.087315
414.789738,300,489.920977
398.009564,300,490.754846
341.965343,300,491.587575
365.158838,300,493.172837
370.194883,300,494.006521
404.732368,300,494.840276
399.531353,300,495.673964
416.892682,300,496.507736
294.025091,300,497.341348
358.693826,300,498.175447
374.912407,300,499.758609
330.086768,300,500.591377
304.382203,300,501.424655
258.438685,300,502.258967
391.294121,300,503.092597
353.558948,300,503.939251
386.675018,300,504.772683
409.257948,300,506.356934
224.225274,300,507.190084
394.932475,300,508.024721
332.519508,300,508.8576
285.106525,300,509.69149
313.304452,300,510.525657
310.313495,300,511.359121
365.143857,300,512.924536
333.457137,300,513.758689
397.20931,300,514.592668
297.336324,300,515.438388
390.041309,300,516.271683
382.786263,300,517.106112
317.004902,300,517.939241
386.808488,300,519.504281
295.203696,300,520.337924
381.68713,300,521.171681
396.62972,300,522.005202
327.853803,300,522.838982
195.554692,300,523.672737
230.498962,300,525.247021
390.026772,300,526.080755
364.103133,300,526.927308
386.974692,300,527.760549
237.614713,300,528.594978
318.128767,300,529.428382
349.568325,300,530.262348
383.521955,300,531.836806
398.11175,300,532.670959
375.070026,300,533.503921
420.258767,300,534.337949
406.711572,300,535.171355
361.311532,300,536.005432
354.76751,300,536.838836
356.940352,300,538.41844
423.197862,300,539.25203
386.017624,300,540.086321
353.625865,300,540.919777
327.818267,300,541.754136
390.534979,300,542.587509
298.154015,300,543.421095
391.585007,300,545.00016
383.173392,300,545.834955
343.670759,300,546.668392
269.082151,300,547.50207
339.208928,300,548.335577
407.856003,300,549.18188
410.526898,300,550.01533
353.600042,300,551.58457
323.602383,300,552.417557
364.570753,300,553.251564
375.227999,300,554.084596
365.127013,300,554.918891
365.457563,300,555.752364
359.054786,300,556.58644
366.441329,300,558.15339
389.862615,300,558.987235
375.121865,300,559.820348
402.488576,300,560.66703
342.853358,300,561.500833
317.079244,300,562.335094
316.706078,300,563.906073
391.770373,300,564.739872
294.561361,300,565.574013
363.484054,300,566.407063
404.886851,300,567.241387
254.627669,300,568.074531
374.175435,300,568.908304
360.598839,300,570.487624
335.498197,300,571.319393
378.910961,300,572.166014
339.81065,300,572.999358
319.074647,300,573.83341
371.089306,300,574.667162
386.896759,300,575.501083
422.208028,300,577.05332
400.198949,300,577.887661
308.77335,300,578.720432
271.041969,300,579.554805
385.642828,300,580.387759
381.618892,300,581.222542
331.799326,300,582.055033
308.02118,300,583.621895
355.22609,300,584.455155
281.857181,300,585.289806
343.855576,300,586.123208
355.716581,300,586.956849
382.002891,300,587.790425
384.397458,300,588.624265
386.676974,300,590.178912
241.797806,300,591.012917
416.936072,300,591.84642
373.677712,300,592.67994
370.366516,300,593.51349
244.933688,300,594.359907
241.747413,300,595.193479
339.564139,300,596.764781
287.573419,300,597.597966
331.842174,300,598.432209
393.759391,300,599.26539
411.02977,300,600.099772
370.232019,300,600.933021
406.203543,300,602.488999
392.588799,300,603.322918
351.039268,300,604.156447
423.775575,300,604.990012
388.004658,300,605.836334
374.031492,300,606.669576
387.438758,300,607.504023
341.509285,300,609.05844
370.75076,300,609.892794
407.282067,300,610.726434
411.558356,300,611.560346
326.330867,300,612.393804
367.128373,300,613.227592
397.416225,300,614.061222
307.133472,300,615.639467
398.795075,300,616.472576
372.504067,300,617.319643
363.350428,300,618.153259
392.653743,300,618.987644
371.485411,300,619.820856
418.624169,300,620.654641
391.784171,300,622.228289
413.307526,300,623.061639
353.766599,300,623.8955
402.999844,300,624.729146
353.195236,300,625.562788
401.383537,300,626.39688
376.70976,300,627.229968
334.738366,300,628.802751
366.571683,300,629.635931
210.077943,300,630.470542
331.749166,300,631.303784
398.104523,300,632.138127
289.463572,300,632.971167
396.211277,300,633.80505
284.203173,300,635.371905
380.370499,300,636.205685
317.486132,300,637.039411
372.80074,300,637.873049
394.13197,300,638.706923
349.111822,300,639.553693
423.73417,300,641.123912
347.435056,300,641.958111
399.013389,300,642.791494
391.101158,300,643.625551
423.135314,300,644.459445
320.748027,300,645.292955
409.352735,300,646.126306
381.062598,300,647.682185
352.948862,300,648.515757
369.377276,300,649.349448
396.071519,300,650.18333
416.013735,300,651.029329
329.62131,300,651.862929
357.135748,300,652.697083
381.274694,300,654.23519
246.237878,300,655.069738
392.144443,300,655.903189
378.810333,300,656.736983
375.705259,300,657.570763
242.512035,300,658.404786
411.146328,300,659.23801
407.752903,300,660.79489
401.367608,300,661.628029
355.770739,300,662.474135
358.360323,300,663.307933
370.704956,300,664.14234
318.037004,300,664.975741
399.822659,300,665.809889
323.141686,300,667.364531
327.440127,300,668.198447
284.56631,300,669.03169
358.297182,300,669.865424
349.796828,300,670.698803
346.273989,300,671.533129
342.845022,300,673.090287
369.430872,300,673.937198
411.618196,300,674.770508
401.541676,300,675.60452
334.766234,300,676.437879
294.029939,300,677.272571
392.756112,300,678.105443
368.089587,300,679.678798
356.7358,300,680.512436
263.335154,300,681.346174
367.372334,300,682.179682
391.608284,300,683.013455
421.770893,300,683.847188
394.432829,300,684.69351
384.328364,300,686.252162
384.829559,300,687.086627
373.12602,300,687.919935
209.129564,300,688.753734
311.955764,300,689.587774
388.143737,300,690.421441
368.637146,300,691.254705
397.482421,300,692.805376
332.761603,300,693.638421
381.716658,300,694.472221
347.201183,300,695.305948
381.97484,300,696.152575
387.279261,300,696.985698
279.88605,300,697.819794
354.603388,300,699.37813
354.279184,300,700.212419
389.902685,300,701.045878
336.781677,300,701.87961
382.008772,300,702.7133
373.672313,300,703.547489
334.481389,300,704.380533
392.791364,300,705.950445
362.749381,300,706.784684
356.193364,300,707.630458
356.36337,300,708.463947
371.006977,300,709.297842
259.917874,300,710.131193
399.921595,300,711.695667
396.458822,300,712.528036
316.892915,300,713.362148
247.500501,300,714.196807
394.664372,300,715.030384
333.067595,300,715.863647
351.37297,300,716.697311
262.238487,300,718.254137
377.790409,300,719.099599
382.188633,300,719.932568
314.266853,300,720.767188
389.478977,300,721.600497
353.014018,300,722.434185
368.597817,300,723.267908
385.02991,300,724.807582
335.831962,300,725.641232
404.834508,300,726.474916
359.678975,300,727.308261
406.063364,300,728.14221
377.384997,300,728.975494
420.208188,300,729.821825
345.420724,300,731.378683
376.725065,300,732.212867
303.10298,300,733.046497
429.190113,300,733.880267
359.551028,300,734.715292
348.982282,300,735.548151
404.147278,300,736.381087
383.238398,300,737.929472
285.757963,300,738.763035
358.952764,300,739.597161
377.433571,300,740.430583
366.714662,300,741.276588
259.465252,300,742.109906
420.558023,300,742.944381
354.834457,300,744.49862
331.249149,300,745.332517
375.682085,300,746.166141
217.332605,300,746.999413
388.311483,300,747.832965
354.401698,300,748.66694
394.744756,300,750.224983
296.835942,300,751.058739
355.781626,300,751.891878
417.426757,300,752.738571
301.681713,300,753.571897
409.546507,300,754.406472
287.9392,300,755.239881
286.358024,300,756.782711
365.218704,300,757.616026
273.517556,300,758.449955
332.214857,300,759.283256
370.892528,300,760.117388
412.293603,300,760.950911
367.236631,300,761.78513
322.968665,300,763.326302
330.348105,300,764.173239
298.263313,300,765.006525
341.043946,300,765.8411
390.673053,300,766.674465
364.167939,300,767.508574
342.09693,300,768.341741
360.512708,300,769.894348
371.193803,300,770.727932
299.280644,300,771.561802
285.524733,300,772.395108
296.988774,300,773.229378
364.945125,300,774.062657
374.714102,300,774.909074
410.336132,300,776.461934
380.010219,300,777.296093
369.384481,300,778.129884
338.68994,300,778.963966
390.314714,300,779.796991
398.755348,300,780.630847
384.44224,300,781.464604
393.870767,300,783.00965
325.020183,300,783.84356
379.205616,300,784.677068
389.176939,300,785.510478
338.369271,300,786.356768
419.84236,300,787.190507
385.831544,300,788.712301
390.389613,300,789.545564
338.213392,300,790.379714
400.116642,300,791.212512
358.79229,300,792.046596
389.62204,300,792.880003
373.44157,300,793.713999
323.642069,300,795.281919
370.632075,300,796.115734
403.815422,300,796.949343
381.36051,300,797.795764
343.632424,300,798.629195
389.206232,300,799.463423
391.109694,300,800.29725
343.088411,300,801.860254
370.733341,300,802.693771
316.917134,300,803.527094
291.587367,300,804.360889
389.941373,300,805.194752
334.770783,300,806.027697
363.560653,300,806.862273
382.720426,300,808.426883
256.891464,300,809.274025
280.757413,300,810.107217
293.839918,300,810.941624
369.463608,300,811.775044
392.72304,300,812.609007
349.908074,300,813.443289
342.421825,300,815.014973
350.129922,300,815.848548
334.746453,300,816.682626
340.961748,300,817.517112
351.75461,300,818.34996
350.104447,300,819.184227
281.549212,300,820.76647
360.884014,300,821.59978
402.71879,300,822.434456
398.615115,300,823.267674
397.014099,300,824.102529
312.407002,300,824.935283
313.096371,300,825.768944
406.231926,300,827.33154
390.478974,300,828.164878
406.141617,300,828.998035
313.872572,300,829.832461
342.748123,300,830.665757
284.291422,300,831.512599
311.061714,300,832.346138
425.819386,300,833.915117
376.185661,300,834.749125
357.478305,300,835.583256
359.526212,300,836.416433
369.525665,300,837.251046
371.770095,300,838.084139
281.188646,300,838.917564
271.388231,300,840.501173
357.339693,300,841.333921
392.448206,300,842.167705
418.40781,300,843.013679
421.047853,300,843.847326
319.523326,300,844.681828
291.293148,300,845.51467
318.242028,300,847.069917
319.09285,300,847.903089
393.009489,300,848.737039
379.82425,300,849.570646
415.404135,300,850.404745
335.601886,300,851.237763
335.876228,300,852.072328
396.568482,300,853.61783
376.942122,300,854.464242
301.857756,300,855.297762
308.477526,300,856.131653
331.403583,300,856.96636
311.938819,300,857.799371
287.214326,300,859.382404
344.685356,300,860.217117
262.371323,300,861.049869
375.905035,300,861.883941
341.141452,300,862.717606
384.087007,300,863.551419
300.807976,300,864.384955
279.230508,300,865.9737
346.574921,300,866.807522
292.147402,300,867.641582
397.047864,300,868.475049
369.920098,300,869.309206
319.476852,300,870.14253
378.637275,300,870.976441
426.034841,300,872.541322
309.484679,300,873.375065
345.737488,300,874.208284
342.642744,300,875.042561
373.671104,300,875.875844
413.567681,300,876.722454
302.119904,300,877.555632
328.833967,300,879.130043
299.965253,300,879.963476
390.660625,300,880.797575
387.780166,300,881.630701
320.650845,300,882.464932
401.898092,300,883.297755
367.501369,300,884.131994
348.235952,300,885.710913
352.431543,300,886.545179
315.051625,300,887.378629
349.715813,300,888.225112
383.181474,300,889.058516
324.519823,300,889.892845
386.113592,300,890.72645
346.312015,300,892.300839
318.917942,300,893.134324
385.25589,300,893.968262
313.184966,300,894.801666
394.146465,300,895.635218
343.982057,300,896.469198
413.215003,300,898.04298
408.134835,300,898.876789
382.426469,300,899.722898
421.152601,300,900.556634
423.246996,300,901.390711
362.344249,300,902.22434
387.870779,300,903.058342
388.878403,300,904.63089
427.505358,300,905.464403
371.922037,300,906.297688
206.170005,300,907.13154
364.401316,300,907.965216
357.02795,300,908.799374
274.349748,300,909.632214
394.608048,300,911.225492
266.604782,300,912.058701
233.688595,300,912.892969
370.323136,300,913.726259
251.349364,300,914.560993
407.17969,300,915.393728
384.840746,300,916.227651
355.90128,300,917.794186
357.549945,300,918.628493
360.838504,300,919.462034
286.739693,300,920.296179
395.19137,300,921.128761
337.317117,300,921.97567
259.714954,300,922.809129
307.680082,300,924.370851
406.273024,300,925.204539
363.345013,300,926.038494
383.284289,300,926.871871
327.560274,300,927.705692
290.03441,300,928.539284
381.789272,300,929.372978
365.457016,300,930.960432
257.209689,300,931.794769
391.929385,300,932.627874
371.7585,300,933.47492
396.60957,300,934.307902
357.727912,300,935.142262
358.635762,300,936.702371
263.689677,300,937.536188
409.940374,300,938.369143
355.722814,300,939.203541
412.733936,300,940.036535
390.759971,300,940.870742
255.253692,300,941.703752
354.726044,300,943.257624
393.320175,300,944.090699
374.985319,300,944.937644
185.389871,300,945.771332
350.123562,300,946.605263
402.987137,300,947.438831
384.572676,300,948.272771
338.187423,300,949.836185
358.862834,300,950.669907
376.516255,300,951.503755
394.200469,300,952.337679
413.087203,300,953.171391
218.054395,300,954.005019
295.514069,300,954.838707
367.061275,300,956.42026
289.488117,300,957.253722
407.042946,300,958.087845
422.098331,300,958.921196
323.208919,300,959.756034
422.738002,300,960.588544
365.248501,300,961.422777
399.321418,300,962.991051
403.558587,300,963.825122
364.636226,300,964.657783
373.008866,300,965.49205
249.939068,300,966.325907
412.190103,300,967.171567
425.782889,300,968.005233
364.983005,300,969.554019
354.329233,300,970.387333
330.047704,300,971.221021
366.842371,300,972.054205
341.607584,300,972.888794
423.212339,300,973.72213
396.325272,300,975.289314
373.661239,300,976.122186
368.047116,300,976.957244
232.033561,300,977.7901
378.884032,300,978.636614
351.372866,300,979.469864
334.278208,300,980.304431
218.063898,300,981.863602
340.1179,300,982.696346
385.435598,300,983.529589
332.948609,300,984.3639
353.471629,300,985.196745
304.506626,300,986.031027
399.647874,300,986.864641
396.510305,300,988.430927
397.075744,300,989.264038
178.817773,300,990.110611
397.559471,300,990.943977
326.419621,300,991.778204
408.818476,300,992.61142
363.420099,300,993.445677
377.317667,300,994.999979
409.663964,300,995.834482
344.435191,300,996.667959
264.147434,300,997.501882
408.479313,300,998.335544
426.065382,300,999.169539
429.135926,300,1000.002337
362.837115,300,1001.576087
442.768238,300,1002.408356
430.437426,300,1003.242577
406.366569,300,1004.075634
399.105551,300,1004.910048
422.826189,300,1005.743074
417.647557,300,1007.2981
405.46545,300,1008.131185
146.675928,300,1008.965271
424.365386,300,1009.798452
214.915357,300,1010.632507
351.546734,300,1011.466446
131.612814,300,1012.312437
188.16799,300,1013.861994
377.603287,300,1014.6962
385.205798,300,1015.529543
326.733304,300,1016.363502
332.671952,300,1017.196919
401.418749,300,1018.030726
332.08088,300,1018.864348
344.875272,300,1020.439916
381.161293,300,1021.273155
198.986334,300,1022.107567
253.905994,300,1022.940761
341.206915,300,1023.787089
357.801787,300,1024.620674
425.693254,300,1025.454706
422.361584,300,1027.010197
372.851794,300,1027.844349
433.064557,300,1028.677351
352.890094,300,1029.511428
253.31574,300,1030.345023
226.125788,300,1031.178761
418.595798,300,1032.012321
239.226876,300,1033.556088
385.222443,300,1034.389648
384.367009,300,1035.235568
420.887082,300,1036.069197
338.343397,300,1036.903543
226.174294,300,1037.736983
413.541275,300,1038.570982
409.075923,300,1040.134149
243.339568,300,1040.967646
198.841727,300,1041.801474
364.209726,300,1042.635036
376.496206,300,1043.469012
358.206719,300,1044.302361
402.770534,300,1045.853387
433.923426,300,1046.700158
348.490037,300,1047.533318
354.82931,300,1048.367799
375.518874,300,1049.200706
412.052248,300,1050.034838
395.293883,300,1050.868054
372.367629,300,1052.422347
361.908076,300,1053.256094
330.247402,300,1054.09041
412.891722,300,1054.92301
409.175023,300,1055.756949
403.630211,300,1056.591072
240.29374,300,1057.436882
436.845019,300,1058.975241
388.673053,300,1059.80916
323.793097,300,1060.642556
409.450133,300,1061.476293
312.257415,300,1062.310192
357.048657,300,1063.144244
200.252282,300,1063.977923
407.203699,300,1065.53828
423.411695,300,1066.371713
383.158364,300,1067.206093
374.80832,300,1068.039125
428.808412,300,1068.885341
385.827411,300,1069.719002
283.652463,300,1070.553138
333.54549,300,1072.106787
403.42246,300,1072.940886
350.023311,300,1073.774292
413.131803,300,1074.60832
377.259474,300,1075.441854
389.529861,300,1076.275632
382.145615,300,1077.109525
319.583713,300,1078.657613
365.456117,300,1079.490438
314.543437,300,1080.337471
411.023277,300,1081.170921
429.725269,300,1082.004825
406.413539,300,1082.838384
385.367223,300,1084.389927
444.729646,300,1085.223816
433.864497,300,1086.057565
431.617876,300,1086.891706
419.104451,300,1087.724771
408.441361,300,1088.558066
290.233076,300,1089.391827
