rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/learning_rate,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/loss,train/entropy_loss,train/std
300.0,190464,686,277,1466.6435438199999,93,0.027804434299468994,0.0003,74270,4057.900344622135,0.2,-0.004703461383178365,0.049652286,0.1580078125,356.014404296875,-27.87079393863678,10.769073486328125
300.0,192512,693,277,1468.2896198600001,94,0.10866671800613403,0.0003,74280,4029.6495876669883,0.2,-0.009229748023062711,0.04736329,0.12939453125,70.38385009765625,-27.885908311605455,10.800304412841797
300.0,194560,701,277,1469.3041189899998,95,0.14978986978530884,0.0003,74290,4082.1920489192007,0.2,-0.0032808568910695614,0.08050783,0.1494140625,8828.9677734375,-27.893833887577056,10.774723052978516
300.0,196608,708,277,1469.8423688299995,96,-0.01028740406036377,0.0003,74300,3505.4535536289213,0.2,-0.008970825027427054,0.045389637,0.14873046875,211.4709014892578,-27.89061681032181,10.801779747009277
300.0,198656,715,277,1470.19925201,97,0.004789829254150391,0.0003,74310,4112.552995848656,0.2,-0.007369754740648204,0.032500505,0.13876953125,200.81117248535156,-27.906379067897795,10.828978538513184
300.0,200704,723,277,1470.1478401699999,98,0.008645832538604736,0.0003,74320,4139.388808608055,0.2,-0.005317740103419055,0.040985323,0.133251953125,51.788848876953125,-27.897191494703293,10.815326690673828
300.0,202752,730,277,1471.46990533,99,0.00013524293899536133,0.0003,74330,4125.045893585682,0.2,-0.0071348833356751126,0.028175395,0.1158203125,300.474853515625,-27.920284527540208,10.910192489624023
300.0,204800,738,277,1470.4037785300002,100,-0.007566094398498535,0.0003,74340,4144.540569460392,0.2,-0.0055060869985027235,0.03425021,0.114892578125,8881.9189453125,-27.94481603503227,10.926137924194336
300.0,206848,745,277,1470.3662743899997,101,0.008028984069824219,0.0003,74350,4137.938580739498,0.2,-0.005755874083843082,0.032042406,0.11201171875,8526.7373046875,-27.957641732692718,10.941095352172852
300.0,208896,752,277,1471.65423396,102,-0.0024695396423339844,0.0003,74360,3544.619311785698,0.2,-0.008996751342783682,0.040120523,0.165283203125,160.05252075195312,-27.953352564573287,10.922297477722168
300.0,210944,760,277,1470.77965238,103,0.024845480918884277,0.0003,74370,4095.2709132671357,0.2,-0.009685550031281309,0.06317995,0.1197265625,116.70438385009766,-27.943606573343278,10.924356460571289
300.0,212992,767,277,1470.7173485499998,104,0.26976799964904785,0.0003,74380,4060.1603269815446,0.2,-0.006114094652002677,0.016893122,0.0923828125,8718.7197265625,-27.946202224493028,10.92102336883545
300.0,215040,774,277,1475.1256952600004,105,0.03381752967834473,0.0003,74390,4097.38212647438,0.2,-0.00402822458272567,0.03945277,0.1107421875,8954.0009765625,-27.935129898786546,10.880066871643066
300.0,217088,782,277,1474.8580805000006,106,0.03537052869796753,0.0003,74400,4031.0548887491227,0.2,-0.005614626880560536,0.034994468,0.12509765625,190.58543395996094,-27.92908769249916,10.913784980773926
300.0,219136,789,277,1476.63356073,107,0.05953824520111084,0.0003,74410,4009.3794577121735,0.2,-0.006413138029165566,0.031436086,0.0888671875,8705.494140625,-27.9314145386219,10.935393333435059
300.0,221184,796,277,1476.1779479499999,108,0.009554386138916016,0.0003,74420,3533.4178495407104,0.2,-0.0033208773704245685,0.07567569,0.1587890625,84.164794921875,-27.93926429748535,10.926159858703613
300.0,223232,804,277,1477.00427298,109,0.008755385875701904,0.0003,74430,4135.532366287708,0.2,-0.004541459396568826,0.036558732,0.1619140625,17459.771484375,-27.930849319696428,10.924829483032227
300.0,225280,811,277,1477.7335532799998,110,-0.009337067604064941,0.0003,74440,4158.945869553089,0.2,-0.008293177861196455,0.032790825,0.15830078125,75.9627914428711,-27.92650311589241,10.93114185333252
300.0,227328,818,277,1478.06810657,111,0.002377152442932129,0.0003,74450,4180.824657011032,0.2,-0.005542645113018807,0.04063973,0.14775390625,284.5711975097656,-27.924262845516203,10.879064559936523
300.0,229376,825,277,1477.83093239,112,-0.004474282264709473,0.0003,74460,4159.039434230328,0.2,-0.009245730268594344,0.039147466,0.132275390625,306.99310302734375,-27.897932064533233,10.893726348876953
300.0,231424,832,277,1479.0229631399998,113,-0.00023257732391357422,0.0003,74470,3565.2342776060104,0.2,-0.005823359185887967,0.065283485,0.1630859375,264.8125915527344,-27.897263461351393,10.907605171203613
300.0,233472,840,277,1479.2821670500002,114,-0.00557553768157959,0.0003,74480,4111.202017009258,0.2,-0.0067089180229231715,0.031692557,0.11953125,329.0973815917969,-27.912873351573943,10.909383773803711
300.0,235520,847,277,1475.3906069999998,115,0.003827512264251709,0.0003,74490,4159.191244709492,0.2,0.002211125480243936,0.06544773,0.21591796875,179.96311950683594,-27.92157037258148,10.948593139648438
300.0,237568,854,277,1475.29164287,116,0.3127695322036743,0.0003,74500,4129.993486750126,0.2,-0.00958111005020328,0.03613659,0.10390625,128.7846221923828,-27.927116799354554,10.991517066955566
300.0,239616,862,277,1473.9461788700003,117,0.003421008586883545,0.0003,74510,4147.56575204134,0.2,-0.005452925997815328,0.03681261,0.124267578125,363.73065185546875,-27.931278759241103,10.956120491027832
300.0,241664,869,277,1473.61309231,118,0.004205048084259033,0.0003,74520,4111.733401358128,0.2,-0.008080943474487868,0.056675836,0.168505859375,128.73089599609375,-27.910536205768587,10.974809646606445
300.0,243712,877,277,1472.02409111,119,0.3202032446861267,0.0003,74530,3476.9498309493065,0.2,-0.006118639912165236,0.041277695,0.137646484375,16981.86328125,-27.902663230895996,10.982719421386719
300.0,245760,884,277,1473.9965653000002,120,0.00837862491607666,0.0003,74540,4118.236493766308,0.2,-0.0033629633879172617,0.041271348,0.111083984375,127.4480209350586,-27.905310624837874,10.978337287902832
300.0,247808,891,277,1474.72981103,121,-0.001958012580871582,0.0003,74550,4154.302961981297,0.2,-0.0071624222924583595,0.03246273,0.1615234375,322.4196472167969,-27.900161218643188,10.92292594909668
300.0,249856,899,277,1475.1967319499997,122,0.015335023403167725,0.0003,74560,4179.992862176895,0.2,-0.006936707723070867,0.027453296,0.124755859375,101.31505584716797,-27.863226461410523,10.842628479003906
300.0,251904,906,277,1475.2848397399998,123,-0.006490349769592285,0.0003,74570,4145.846613633633,0.2,-0.013218030620191713,0.03621109,0.140966796875,8685.9736328125,-27.84582535624504,10.844945907592773
300.0,253952,913,277,1473.24268648,124,-5.5670738220214844e-05,0.0003,74580,4168.269502532482,0.2,-0.007547137046640273,0.025034616,0.112060546875,253.6874237060547,-27.830872172117232,10.79198169708252
300.0,256000,921,277,1469.1811002299999,125,0.30110442638397217,0.0003,74590,3540.1081893742085,0.2,-0.001648181829659734,0.036035463,0.173681640625,66.27229309082031,-27.83532652258873,10.849215507507324
300.0,258048,928,278,1466.9877111100004,126,0.2558317184448242,0.0003,74600,4138.576370942593,0.2,-0.006136413258354878,0.046992224,0.12138671875,57.37529373168945,-27.83987902402878,10.805832862854004
300.0,260096,935,278,1467.1160158399998,127,0.06118452548980713,0.0003,74610,4120.190067648888,0.2,-0.003983273665653542,0.054231577,0.149365234375,52.00567626953125,-27.84781284928322,10.84423828125
300.0,262144,942,278,1464.1976236299993,128,-0.0023664236068725586,0.0003,74620,4177.260454809666,0.2,-0.007336040632799268,0.02675543,0.134716796875,183.49887084960938,-27.88965588212013,10.902814865112305
300.0,264192,949,278,1465.0152099499996,129,0.09538406133651733,0.0003,74630,4117.624688386917,0.2,-0.0020424628048203884,0.040994547,0.151025390625,50.05693054199219,-27.934564465284346,10.982409477233887
300.0,266240,957,278,1463.0527949999998,130,0.08183073997497559,0.0003,74640,4140.891808819771,0.2,-0.0053219430250464935,0.027582668,0.1162109375,105.63867950439453,-27.930053621530533,10.944787979125977
300.0,268288,964,278,1463.6133077299996,131,-0.016161441802978516,0.0003,74650,3555.8914497971537,0.2,-0.004652269471262116,0.04144012,0.111865234375,73.88938903808594,-27.919986736774444,10.958121299743652
300.0,270336,971,278,1463.2781995800003,132,-0.00318753719329834,0.0003,74660,4113.48328846693,0.2,-0.0034313936994294636,0.033272415,0.126025390625,145.62051391601562,-27.92801901102066,10.906575202941895
300.0,272384,979,278,1466.26923776,133,0.03462719917297363,0.0003,74670,4098.548550868034,0.2,-0.0023312127268582117,0.04485205,0.10771484375,176.26805114746094,-27.91739837527275,10.9329195022583
300.0,274432,986,278,1467.6021004399997,134,-0.0020656585693359375,0.0003,74680,4124.673130738735,0.2,-0.00701823872004752,0.020759229,0.0962890625,8803.171875,-27.9228297829628,10.987123489379883
